name,category,addres_full,website,phone_number,rating,review_count,longitude,latitude,provinsi
Lembaga Psikologi Terapan & Manajemen Mandala Yudhistira,Psychologist,"lembaga psikologi terapan & manajemen mandala yudhistira, jl. walikota mustajab no.22, ketabang, genteng, surabaya, east java 60272, indonesia",tidak diketahui,+62 31 5453811,1.0,1.0,112.7440593,-7.2601004,Jawa Timur
rumahpsikologi,Mental health service,"rumahpsikologi, apartemen metropolis tower a lantai 3 office mk-a302 jl. raya tenggilis 127, tenggilis mejoyo, kec. tenggilis mejoyo, surabaya, jawa timur 60292, indonesia",http://rumahpsikologi.com/,+62 31 8012873,0.0,5.0,112.7540174,-7.3242319,Jawa Timur
CAFE PSIKOLOGI,Psychologist,"cafe psikologi, perumahan tirtasani royal resort blok tirta tiara a2 / 16, kabupaten malang, jawa timur 65152, indonesia",http://www.psikologmalang.com/,+62 812-3165-7575,0.0,2.0,112.6296652,-7.9064004,Jawa Timur
Biro Psikologi ALFATA,Psychologist,"biro psikologi alfata, ngrayung, ngadirenggo, kec. pogalan, kabupaten trenggalek, jawa timur 66371, indonesia",tidak diketahui,+62 859-4297-3386,5.0,1.0,111.7440683,-8.0865604,Jawa Timur
Lembaga Pengkajian dan Pengembangan Psikologi Terapan (LP3T),Psychologist,"lembaga pengkajian dan pengembangan psikologi terapan (lp3t), fakultas psikologi universitas airlangga, jl. airlangga no.4-6 lt. 3, airlangga, kec. gubeng, surabaya, jawa timur 60286, indonesia",http://lp3t.psikologi.unair.ac.id/,+62 31 5034792,0.0,24.0,112.7589946,-7.2728404,Jawa Timur
"Nuril Bariroh, M. Psi., Psikolog",Psychologist,"nuril bariroh, m. psi., psikolog, depan sdi nurul ulum, jl. panjaitan, payaman, kec. nganjuk, kabupaten nganjuk, jawa timur 64418, indonesia",https://www.instagram.com/pagipsikologi/,+62 851-9840-4827,5.0,4.0,111.8989162,-7.6080716,Jawa Timur
PRAKTEK PSIKOLOG MANDIRI DWI SURYA PURWANTI,Psychologist,"praktek psikolog mandiri dwi surya purwanti, alfamart, jl. dr. sutomo samping no.72 - 73, sungai bangkong, kec. pontianak kota, kota pontianak, kalimantan barat 78116, indonesia",http://dwisuryapurwanti.wordpress.com/,+62 852-4662-8481,4.9,131.0,109.3169195,-0.0448994,Kalimantan Barat
KONSULTASI DAN PELATIHAN PSIKOLOGI INDONESIA ( KINA ),Psychologist,"konsultasi dan pelatihan psikologi indonesia ( kina ), komp. griya amanah jl. berdikari residence b12, pal lima, kec. pontianak bar., kota pontianak, kalimantan barat 78114, indonesia",https://psikologikina.framer.website/,+62 821-5435-1233,5.0,14.0,109.2806367,-0.0362739,Kalimantan Barat
"Maria Nofaola, M.Psi., Psikolog",Psychologist,"maria nofaola, m.psi., psikolog, jalan mohamad yamin gg. uray hamid no.42, akcaya, south pontianak, pontianak, west kalimantan 78121, indonesia",tidak diketahui,+62 858-4968-7119,4.8,21.0,109.317812,-0.0505089,Kalimantan Barat
Praktek Psikolog Indonesia Pontianak,Psychologist,"praktek psikolog indonesia pontianak, ekoffie office, jl. karya baru komplek, taman spain no.1, parit tokaya, kec. pontianak sel., kota pontianak, kalimantan barat 78121, indonesia",https://praktekpsikolog.com/,+62 878-8718-4585,4.5,4.0,109.3367971,-0.0532879,Kalimantan Barat
PERSONA CONSULTING Member of PT Persona Optima Indonesia,Psychologist,"persona consulting member of pt persona optima indonesia, jl. dr. wahidin. s no.88 m, sungai jawi, pontianak kota, pontianak, west kalimantan 78116, indonesia",http://www.personaoptimaindonesia.com/,+62 895-3788-35999,5.0,62.0,109.30652,-0.0344229,Kalimantan Barat
Praktek Psikolog Maheswari’79,Psychologist,"praktek psikolog maheswari’79, jl. lintas kalimantan poros tengah, kapuas kanan hulu, kec. sintang, kabupaten sintang, kalimantan barat 78616, indonesia",tidak diketahui,+62 813-4572-0531,5.0,2.0,111.4697586,0.0426314,Kalimantan Barat
"DSP CONSULTING ( Pusat Layanan Psikologi, Konseling, Psikoterapi dan Pengembangan SDM)",Psychologist,"dsp consulting ( pusat layanan psikologi, konseling, psikoterapi dan pengembangan sdm), alfamart, jl. dr. sutomo samping no.72 - 73, sungai bangkong, kec. pontianak kota, kota pontianak, kalimantan barat 78116, indonesia",http://dreisonneperforma.com/,+62 821-5323-3131,5.0,18.0,109.3169244,-0.0449046,Kalimantan Barat
Biro Psikologi DayaJiwa,Mental health clinic,"biro psikologi dayajiwa, komp. puri karya indah, jl. karya baru no.d1, parit tokaya, kec. pontianak sel., kota pontianak, kalimantan barat 78121, indonesia",tidak diketahui,+62 813-4919-9430,5.0,14.0,109.3317852,-0.0578858,Kalimantan Barat
Biro Konsultasi dan Terapi Psikologi Meraki,Psychotherapist,"biro konsultasi dan terapi psikologi meraki, komplek cendana murni jl. ujung pandang no.d.13, sungai jawi, kec. pontianak kota, kota pontianak, kalimantan barat 78114, indonesia",tidak diketahui,+62 878-1469-7843,5.0,5.0,109.2961825,-0.0326958,Kalimantan Barat
Klinik Psikologi RSUD Ade Muhammad Djoen Sintang,Psychologist,"klinik psikologi rsud ade muhammad djoen sintang, jl. yc. oevang oeray, sungai ana, kec. sintang, kabupaten sintang, kalimantan barat, indonesia",tidak diketahui,tidak diketahui,4.0,1.0,111.523866,0.0725464,Kalimantan Barat
Praktik Mandiri Psikolog Umi Kalsum,Health counselor,"praktik mandiri psikolog umi kalsum, jl. h. rais a. rachman gg. gn. palong no.20 1, sungai jawi, kec. pontianak kota, kota pontianak, kalimantan barat 78115, indonesia",tidak diketahui,+62 812-5330-8125,5.0,7.0,109.3241541,-0.0206798,Kalimantan Barat
Expert Performa Consulting,Psychologist,"expert performa consulting, jl. gusti hamzah kompl graha permata pancasila no.b2, sungai jawi dalam, pontianak kota, pontianak, west kalimantan 78115, indonesia",tidak diketahui,+62 812-9165-4111,5.0,5.0,109.3181018,-0.0249209,Kalimantan Barat
"Biro Psikologi ""Potensi""",Psychologist,"biro psikologi ""potensi"", jl. purnama agung vii blok i no 8, parit tokaya, kec. pontianak sel., kota pontianak, kalimantan barat 78121, indonesia",tidak diketahui,+62 813-5002-9111,5.0,1.0,109.328287,-0.0610005,Kalimantan Barat
Lembaga Pelayanan dan Konsultasi Psikologi Phenomenon,Psychologist,"lembaga pelayanan dan konsultasi psikologi phenomenon, komplek batara indah i, jl. dr. wahidin. s no.a2, sungai jawi, kec. pontianak kota, kota pontianak, kalimantan barat 78118, indonesia",tidak diketahui,+62 878-1910-1199,3.0,2.0,109.3075231,-0.0258091,Kalimantan Barat
PSIKOMEDIA,Psychologist,"psikomedia, jl. mt. haryono, kapuas kanan hulu, kec. sintang, kabupaten sintang, kalimantan barat 78613, indonesia",http://psikomedia.net/,+62 812-2717-178,5.0,1.0,111.4840685,0.0738068,Kalimantan Barat
Rumah Sakit Jiwa,Mental health clinic,"rumah sakit jiwa, jl. alianyang no.1, sungai bangkong, pontianak kota, pontianak, west kalimantan 78116, indonesia",https://klinikutamasuibangkong.kalbarprov.go.id/,+62 877-4383-2223,3.4,69.0,109.3270314,-0.0281506,Kalimantan Barat
"Praktek Psikiater dr. Pascaria N. Togatorop, Sp.KJ.",Psychiatrist,"praktek psikiater dr. pascaria n. togatorop, sp.kj., jl. yos sudarso no.78, melayu, singkawang barat, singkawang city, west kalimantan 79113, indonesia",tidak diketahui,+62 813-8383-8056,5.0,2.0,108.98483,0.9133621,Kalimantan Barat
Lentera Psychological Center,Psychologist,"lentera psychological center, jl. kol. sugiono, sampit, delta pawan, ketapang regency, west kalimantan 78811, indonesia",https://www.instagram.com/lentera_psychological_center,+62 852-4896-2363,5.0,1.0,109.9688673,-1.8369073,Kalimantan Barat
dr. Jendariah T.SpKJ,Psychotherapist,"dr. jendariah t.spkj, jl. putri dara nante no.55, sungai bangkong, kec. pontianak kota, kota pontianak, kalimantan barat 78116, indonesia",tidak diketahui,+62 561 747569,3.6,25.0,109.3268746,-0.0319648,Kalimantan Barat
Borneo Psychology Consulting,Psychologist,"4hj4+mrp borneo psychology consulting, jl. lintas kalimantan poros tengah, bunut, kec. kapuas, kabupaten sanggau, kalimantan barat 78561, indonesia",tidak diketahui,+62 852-3196-2127,4.9,20.0,110.5570728,0.1317044,Kalimantan Barat
DIVA HR CONSULTING,Psychologist,"diva hr consulting, jl. veteran no.31, rt.26, sungai bilu, banjarmasin timur, banjarmasin city, south kalimantan 70236, indonesia",tidak diketahui,+62 817-7907-7770,4.9,76.0,114.6132317,-3.3197131,Kalimantan Selatan
"Praktek Psikolog (Konsultasi Psikologi) psikotes, Konseling, tes kepribadian, dll",Psychologist,"praktek psikolog (konsultasi psikologi) psikotes, konseling, tes kepribadian, dll, sungai andai, sungai jingah, kec. banjarmasin utara, kota banjarmasin, kalimantan selatan 70581, indonesia",tidak diketahui,+62 853-4711-1747,4.1,12.0,114.613542,-3.2332546,Kalimantan Selatan
Ego Psychology & Educational Services,Psychologist,"ego psychology & educational services, jl. batas kota, komet, kec. banjarbaru utara, kota banjar baru, kalimantan selatan 70714, indonesia",tidak diketahui,+62 858-2827-4627,5.0,68.0,114.8530472,-3.4379576,Kalimantan Selatan
TraitCare Biro Psikologi Banjarbaru,Psychologist,"traitcare biro psikologi banjarbaru, jl. pandu, guntungmanggis, landasan ulin, banjarbaru city, south kalimantan 70714, indonesia",tidak diketahui,+62 821-5639-5890,4.9,18.0,114.8330722,-3.4581288,Kalimantan Selatan
Klinik Psikologi KAPITA,Psychologist,"klinik psikologi kapita, klinik millennnia, jl. pramuka no.34 lt.2, pengambangan, kec. banjarmasin tim., kota banjarmasin, kalimantan selatan 70654, indonesia",https://www.instagram.com/kapitapsikobjm,+62 877-1757-2872,3.7,7.0,114.6244532,-3.3245651,Kalimantan Selatan
Klinik Psikologi Fusfa,Psychologist,"klinik psikologi fusfa, jl. panglima batur timur no.17, loktabat utara, kec. banjarbaru utara, kota banjar baru, kalimantan selatan 70711, indonesia",tidak diketahui,tidak diketahui,5.0,1.0,114.8338018,-3.4392042,Kalimantan Selatan
"Tumbuh Psikologi (Praktik Mandiri Psikolog Klinis Rizky Amalia Jannati, M.Psi., Psikolog)",Psychologist,"tumbuh psikologi (praktik mandiri psikolog klinis rizky amalia jannati, m.psi., psikolog), gg. ampera i, basirih, kec. banjarmasin bar., kota banjarmasin, kalimantan selatan 70114, indonesia",tidak diketahui,+62 813-4888-1014,4.0,4.0,114.5765978,-3.3342477,Kalimantan Selatan
BIRO KONSULTASI PSIKOLOGI BINAFELIZ FAMILIA BANJARBARU,Psychotherapist,"grpx+8mg biro konsultasi psikologi binafeliz familia banjarbaru, jl. gn. permai selatan i, kemuning, kec. banjarbaru selatan, kota banjar baru, kalimantan selatan 70732, indonesia",tidak diketahui,tidak diketahui,4.2,5.0,114.8492117,-3.4641861,Kalimantan Selatan
Biro Psikologi Benefit Sumber Daya Manusia,Psychologist,"biro psikologi benefit sumber daya manusia, jl. a. yani no.5,5, pemurus dalam, kec. banjarmasin tim., kota banjarmasin, kalimantan selatan 70238, indonesia",tidak diketahui,tidak diketahui,5.0,1.0,114.622818,-3.345634,Kalimantan Selatan
Praktik Mandiri Psikolog Klinis Siti Saniah,Psychologist,"praktik mandiri psikolog klinis siti saniah, komp, jl. komp. benawa raya jl. arafah no.32, guntungmanggis, kec. landasan ulin, kota banjar baru, kalimantan selatan 70721, indonesia",tidak diketahui,+62 822-5676-4818,5.0,6.0,114.7846952,-3.4654831,Kalimantan Selatan
"Praktek Psikiater Dr. H. Asyikin Noor, Sp.KJ M.AP",Psychiatrist,"praktek psikiater dr. h. asyikin noor, sp.kj m.ap, jl. sulawesi no.15b, rt.020/rw.001, pasar lama, banjarmasin tengah, banjarmasin city, south kalimantan 70115, indonesia",tidak diketahui,+62 511 4364773,2.8,44.0,114.5918097,-3.3106887,Kalimantan Selatan
Biro sagraha psikologi banjarmasin,Psychologist,"biro sagraha psikologi banjarmasin, komplek permata bunda, jl. ahmad yani no.km 7 4, pemurus luar, kec. banjarmasin tim., kota banjarmasin, kalimantan selatan 70654, indonesia",tidak diketahui,+62 851-1719-0022,5.0,2.0,114.6303009,-3.3591134,Kalimantan Selatan
Creative Center of Psychology,Psychologist,"creative center of psychology, jl. manggis gg. nangka no.60, rt.18, kuripan, banjarmasin timur, banjarmasin city, south kalimantan 70236, indonesia",tidak diketahui,+62 852-4831-8493,5.0,1.0,114.610418,-3.3211356,Kalimantan Selatan
Praktik Mandiri Psikolog Klinis Ade Ayu,Psychologist,"praktik mandiri psikolog klinis ade ayu, jl. bougenville no.9, komp. pondok bunga, karanganyar ii, kota banjar baru, kalimantan selatan 70712, indonesia",tidak diketahui,+62 899-9484-739,5.0,5.0,114.8150465,-3.4300724,Kalimantan Selatan
Biro Sagraha Psikologi Banjarbaru,Psychologist,"biro sagraha psikologi banjarbaru, jl. klp. gading i komp. keruing indah no.15 blok c, sungai besar, kec. banjarbaru selatan, kota banjar baru, kalimantan selatan 70714, indonesia",tidak diketahui,+62 895-4058-07415,5.0,4.0,114.8535004,-3.4593607,Kalimantan Selatan
fi.psychology,Psychologist,"grww+696 fi.psychology, loktabat sel., kec. banjarbaru selatan, kota banjar baru, kalimantan selatan 70714, indonesia",tidak diketahui,+62 857-5277-0746,5.0,3.0,114.8458781,-3.4544703,Kalimantan Selatan
Praktik Psikolog SARAH,Psychologist,"praktik psikolog sarah, jl. garuda v no.12 a, palangka, jekan raya, palangka raya city, central kalimantan 74874, indonesia",tidak diketahui,+62 812-5311-3042,5.0,9.0,113.8899538,-2.1957314,Kalimantan Tengah
Pelita Psikologi Palangka Raya,Psychologist,"pelita psikologi palangka raya, jl. g. obos no.21, menteng, jekan raya, palangka raya city, central kalimantan 73112, indonesia",tidak diketahui,+62 859-4342-8000,4.0,4.0,113.9125494,-2.2193614,Kalimantan Tengah
Elang Psikologi,Psychologist,"elang psikologi, jl. menteng vii no.22, rt.01/rw.11, menteng, kec. jekan raya, kota palangka raya, kalimantan tengah 73111, indonesia",tidak diketahui,+62 823-1352-4581,4.0,1.0,113.9132766,-2.238002,Kalimantan Tengah
Praktek Psikolog - Bahasa Jiwa Consulting (Konsultasi dan Asesmen Psikologi),Psychologist,"praktek psikolog - bahasa jiwa consulting (konsultasi dan asesmen psikologi), jl. merak no.rt 08, sidorejo, kec. arut sel., kabupaten kotawaringin barat, kalimantan tengah 74111, indonesia",tidak diketahui,+62 812-6945-440,4.5,2.0,111.6299514,-2.6883329,Kalimantan Tengah
"Praktek Psikolog Destareni Wewengkang, M.Psi,Psikolog",Psychologist,"praktek psikolog destareni wewengkang, m.psi,psikolog, jl. meranti jl. pilau gg. xi no.01, selat tengah, kec. selat, kabupaten kapuas, kalimantan tengah 73516, indonesia",tidak diketahui,+62 852-4840-4048,5.0,6.0,114.3807416,-2.9959547,Kalimantan Tengah
Praktik Psikolog Klinis HOME,Psychologist,"praktik psikolog klinis home, jl. nanas iv no.25, mentawa baru hilir, mentawa baru ketapang, east kotawaringin regency, central kalimantan 74321, indonesia",tidak diketahui,+62 812-5360-808,5.0,8.0,112.9466233,-2.550604,Kalimantan Tengah
Huma Consulting “Konsultan Psikologi & Sumber Daya Manusia”,Psychologist,"huma consulting “konsultan psikologi & sumber daya manusia”, jl. tjilik riwut no.km 1, palangka, kec. jekan raya, kota palangka raya, kalimantan tengah 73112, indonesia",http://humapsikologi.com/,+62 821-3787-4971,5.0,17.0,113.910708,-2.200083,Kalimantan Tengah
DNA KONSULTAN PSIKOLOGI,Psychologist,"dna konsultan psikologi, jl. rajawali iii no.20, bukit tunggal, kec. jekan raya, kota palangka raya, kalimantan tengah 73112, indonesia",https://www.instagram.com/dnakonsultan_psikologi/,+62 852-2867-6888,5.0,8.0,113.890139,-2.1917191,Kalimantan Tengah
Praktik Psikolog Sampit (Konsep Jiwa),Psychologist,"praktik psikolog sampit (konsep jiwa), jl. manggis 5b, mentawa baru hilir, mentawa baru ketapang, kalimantan tengah, central kalimantan 74322, indonesia",https://taplink.cc/konsepjiwa,+62 858-6684-0319,5.0,23.0,112.9447931,-2.5544153,Kalimantan Tengah
Thinkplus Psikologi - Kalimantan,Psychologist,"thinkplus psikologi - kalimantan, jl. sepinggan pratama no.6 blok d1, sepinggan, kecamatan balikpapan selatan, kota balikpapan, kalimantan timur 76115, indonesia",http://thinkpluspsikologi.com/,+62 853-4625-5395,4.9,167.0,116.8830289,-1.2233943,Bali
"Klinik Psikologi Annisya Muthmainnah T, M.Psi., Psikolog",Psychologist,"klinik psikologi annisya muthmainnah t, m.psi., psikolog, perumahan korpri 2, jl. apt. pranoto no.22 blok l2, sungai keledang, kec. samarinda seberang, kota samarinda, kalimantan timur 75242, indonesia",tidak diketahui,+62 851-5660-7213,5.0,12.0,117.1287228,-0.5254146,Kalimantan Timur
Cahaya Bunda Balikpapan,Mental health clinic,"cahaya bunda balikpapan, jl. bukit cinta no.96, rt.43, gunung malang, damai, balikpapan kota, balikpapan city, east kalimantan 76114, indonesia",http://cahayabundabalikpapan.blogspot.com/,+62 812-5451-1285,4.9,54.0,116.8347928,-1.2773871,Bali
Biro Psikologi Mata Hati,Psychologist,"biro psikologi mata hati, jl. perjuangan baru no.3, sempaja sel., kec. samarinda utara, kota samarinda, kalimantan timur 75243, indonesia",tidak diketahui,+62 812-5340-3099,4.4,22.0,117.1565196,-0.4652408,Kalimantan Timur
Lembaga Psikologi Prima Solutions,Psychologist,"g5wr+j93 lembaga psikologi prima solutions, jl. kebon agung, lempake, north samarinda, samarinda city, east kalimantan 75118, indonesia",tidak diketahui,+62 812-5050-1330,4.8,6.0,117.1909243,-0.4534844,Kalimantan Timur
Praktek Psikolog Indonesia Balikpapan,Psychologist,"praktek psikolog indonesia balikpapan, atwork co-working space, jl. jenderal sudirman no.43, rt.07, klandasan ilir, kec. balikpapan kota, kota balikpapan, kalimantan timur 76113, indonesia",https://praktekpsikolog.com/,+62 878-8718-4585,5.0,4.0,116.841226,-1.276864,Bali
Yayasan Praktek Psikolog Indonesia Cabang Samarinda,Psychologist,"yayasan praktek psikolog indonesia cabang samarinda, raja angin indonesia, jl. ahmad yani no.15b, pinang dalam river, sungai pinang, samarinda city, east kalimantan 75117, indonesia",tidak diketahui,+62 878-7184-585,5.0,2.0,117.1660384,-0.4729274,Kalimantan Timur
Melodi Psikoterapi Dan Konseling,Psychologist,"melodi psikoterapi dan konseling, jalan jakarta blok es no.49, loa bakung, kec. sungai kunjang, kota samarinda, kalimantan timur 75243, indonesia",tidak diketahui,+62 812-3313-0580,5.0,1.0,117.0886472,-0.5217438,DKI Jakarta
DNR Psychology Consulting,Psychologist,"g4mv+3mj dnr psychology consulting, jl. suwandi 6, gunung kelua, samarinda ulu, samarinda city, east kalimantan 75243, indonesia",tidak diketahui,+62 852-4667-6767,5.0,2.0,117.144153,-0.4672802,Kalimantan Timur
Praktek Psikolog & Griya Terapi Autisme Pelangi,Psychologist,"praktek psikolog & griya terapi autisme pelangi, jalan teuku umar. perum bukit indah permai blok d no 7, karang asam ilir, kec. sungai kunjang, kota samarinda, kalimantan timur 75243, indonesia",tidak diketahui,+62 812-5589-823,5.0,3.0,117.1097561,-0.5094963,Kalimantan Timur
Biro Psikologi Cahaya,Psychologist,"g44v+4c4 biro psikologi cahaya, jl. bhayangkara, dadi mulya, samarinda ulu, samarinda city, east kalimantan 75243, indonesia",tidak diketahui,+62 822-6265-9905,5.0,6.0,117.1435808,-0.4947291,Kalimantan Timur
Layanan Psikologi Permata,Psychologist,"layanan psikologi permata, jl. juanda 1b no.6, air hitam, kec. samarinda ulu, kota samarinda, kalimantan timur 75243, indonesia",tidak diketahui,+62 851-0074-8900,5.0,5.0,117.1293898,-0.4827715,Kalimantan Timur
"Yayasan Psikologi Clarinta, Klinik Psikologi Anak dan Keluarga (ABK)",Psychologist,"yayasan psikologi clarinta, klinik psikologi anak dan keluarga (abk), pondok anggun kencana no.86, rt.09, batu ampar, kec. balikpapan utara, kota balikpapan, kalimantan timur 76136, indonesia",tidak diketahui,+62 813-4739-8169,4.2,5.0,116.8428112,-1.2216505,Bali
"Biro Psikologi Karakter, Balikpapan",Psychologist,"biro psikologi karakter, balikpapan, jl. mayjend sutoyo jl. bukit sion no.99, rt.48, klandasan ilir, balikpapan kota, balikpapan city, east kalimantan 76113, indonesia",https://www.instagram.com/karakterbinainsani/,+62 813-5277-7270,4.7,9.0,116.8427979,-1.2692328,Bali
